"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"Scheduled Rides","https://itunes.apple.com/us/reviews/id482914795","syorrk","3.434.10005","1","Scheduled rides are very unreliable.",2021-01-10 17:04:16
"I would definitely give 5 stars but.....","https://itunes.apple.com/us/reviews/id1247760521","chynadabaddie1","3.434.10005","1","I would give five stars no problem but there’s this thing with this app that after 12:00 at night it’s very hard to find a ride to short distances, then they try to change your ride total to a outrageous price a 8$ ride will go up to 21$ I think that’s absolutely insane honestly",2021-01-10 10:17:34
"NOT TO BE TRUSTED!!!!!! SCAMMERS!!!!!","https://itunes.apple.com/us/reviews/id422718782","lamihs","3.434.10005","1","Doesn’t even deserve the one star but not allowed to go lower. I’ve never wrote a review before today but at this point I feel like my hand was forced. So it’s write this then complain to the BBB. My card was charged twice even though they tried three times. Of course there is no one to call so you can cancel the transaction. Also while trying to go online to find out if I had any other options I found other people who were taken advantage of the same way for all different amounts. TOTALLY NOT WORTH IT!!!!!!!!",2021-01-10 09:45:00
"Disgraceful Business","https://itunes.apple.com/us/reviews/id663967126","ClassActionTime","3.434.10005","1","I used Uber once over a year ago on a business trip. And about 2 months ago I found out they'd enrolled me in a reoccurring subscription 5 months after my trip, and charged my account 24.99 for months WITHOUT my consent. Never signed up for that at all because I never use the service. It is literally impossible to get ahold of any form of customer service, which I assume is by design. However after days of trying to figure it out I got ahold of them through Facebook (pathetic, right?). After trying to fight the charges and get a refund, they told me all they could do was cancel the service and give me a $30 voucher for their food service. Which I've never used and of course don't want to use. Do yourself a huge favor and use Lyft. Uber is a disgrace and I've read many others have had this same issue. They should be sued in a class-action lawsuit for this type of practice.",2021-01-10 01:09:58
"Canceled","https://itunes.apple.com/us/reviews/id970562887","Felixvigilante6","3.434.10005","2","Half Uber drivers keep cancelling. Really ridiculous.",2021-01-10 01:02:35
"Worst customer support","https://itunes.apple.com/us/reviews/id361817967","Lady11927","3.434.10005","2","Uber has TERRIBLE customer support. It’s just a sea of bots pasting the same message over and over even if the message does nothing to address your concerns. It takes a long time and there’s no option to contact them by phone.",2021-01-10 00:39:53
"Eh idk","https://itunes.apple.com/us/reviews/id1202401318","Jah'Cynea","3.434.10005","3","Why do y’all send me Uber’s that are all the way in Edmond and I live on the south I’m
Always late to work do y’all need more drivers or something !?? Other than that I love it the drivers are friendly but the timing is TERRIBLE.",2021-01-09 22:57:36
"Bait and switch w/cancellation fee","https://itunes.apple.com/us/reviews/id101447893","Onelegodude","3.434.10005","1","This is illegal. You’re going to charge me a $5 cancellation fee after you bait and switch the ride fee at a 320% premium? Absolute garbage company.",2021-01-09 22:52:42
"I no longer use Uber","https://itunes.apple.com/us/reviews/id1247581676","lynnrose_","3.434.10005","1","I haven’t used Uber and a couple of months. I’ve been trying to stop the subscription. I’m not getting any luck AT ALL so far I’ve lost $48 in two months and I haven’t used the service. It’s practically impossible to speak to a human everything is over the phone and the Internet so there’s no human connection. I don’t have 24+ dollars to donate to a service that I don’t use anymore I need help!! I want to stop my service I will no longer use Uber I’d rather go to Lyft. This is huge inconvenience for me. Uber was quick to stop my service  they thought I was another customer who gave a driver a hard time.I couldn’t get a ride until a number I wasn’t able to call back (Uber)called me to dispute a situation I had nothing to do with. I just want to stop the service you all are stealing from me at this point and I’m sick of it and I want my money back.",2021-01-09 20:56:49
"Timing","https://itunes.apple.com/us/reviews/id973520334","kayyyyysvhsgdg","3.434.10005","1","God forbid you have to get an Uber to work u will be late even if you pay for ur driver to get there faster and confirm your ride 20 mins before DELETING",2021-01-09 18:52:09
"Horrible customer support","https://itunes.apple.com/us/reviews/id38104894","rollnpuff","3.434.10005","1","Pray you never have to to actually phone or email customer support! Uber wants you to use their in app support, which is fine until you experience an issue not listed in their self service menu. There is no easily found email address to submit a question (I gave up on trying to find one) and there definitely isn’t a phone number. 

I finally found a number to Uber Eats online but it wasn’t for customer support (the PIN number on my gift card was damaged when I removed the silver coating). The number they provided for customer support (800-253-9377) stated they were not talking calls and no phone support hours were provided. 

So now I have a $50 plastic coaster. Thanks Uber, you’re winning!! Not!!",2021-01-09 16:11:19
"Doing Too Much.","https://itunes.apple.com/us/reviews/id1207924130","bsjjsbshisnshwjsj","3.434.10005","1","Why do they accept rides if they’re 25 minutes + away? People have things to do and places to go and drivers shouldn’t really be allowed to accept the ride if they’re still finishing one. Or at least inform us that they’re in the middle of finishing so WE can choose if we want to wait or not. Completely unnecessary smh.",2021-01-09 12:02:09
"Worse customer service","https://itunes.apple.com/us/reviews/id1247327846","roguemark","3.434.10005","1","Last time I ever use Uber. Everyday it gets worse and worse and there is absolutely no way to get in contact with customer support. The help on the app does not have answer for everything. Garbage company, I wish it would go bankrupt",2021-01-09 04:30:54
"Unreasonable","https://itunes.apple.com/us/reviews/id129283889","Beast123987","3.434.10005","1","Had a >4.7 rating and I got kicked off for basically no reason. Their customer service people don’t listen to you, they look at you like a number. Disgusting company with no sense of responsibility.",2021-01-09 02:49:38
